test_id,seed,scenario,iteration,match_time,augment_time,select_time,number_solutions
1733231888.377307,42,ico01,0,0.35080647468566895,0.07095146179199219,0.2665548324584961,2
1733231888.377307,42,ico02,0,0.15500116348266602,3.0517578125e-05,0.2002854347229004,1
1733231888.377307,42,ico03-azure,0,0.1059732437133789,4.124641418457031e-05,0.28471922874450684,2
1733231888.377307,42,isAkin01,0,0.05058121681213379,1.7404556274414062e-05,0.147247314453125,1
1733231888.377307,42,isAkin02,0,0.03985452651977539,2.9325485229492188e-05,0.38315320014953613,1
1733231888.377307,42,isAkin03,0,0.03491377830505371,2.5510787963867188e-05,0.04598283767700195,1
1733231888.377307,42,isCompatible01,0,0.03750109672546387,3.147125244140625e-05,0.08672642707824707,1
1733231888.377307,42,isCompatible02,0,0.0400235652923584,1.9073486328125e-05,0.07514739036560059,1
1733231888.377307,42,lakehouse01,0,0.03727579116821289,0.04162168502807617,0.07937026023864746,1
1733231888.377307,42,lakehouse02,0,0.047325849533081055,0.049933671951293945,0.10093307495117188,1
1733231888.377307,42,lakehouse03,0,0.060820579528808594,0.0442805290222168,0.08279204368591309,1
1733231888.377307,42,lakehouse04,0,0.05243253707885742,0.044907331466674805,0.1192626953125,1
1733231888.377307,42,mandatory01,0,0.04379439353942871,2.3126602172851562e-05,0.10451340675354004,1
1733231888.377307,42,requires01,0,0.1151885986328125,2.1457672119140625e-05,0.06235361099243164,1
1733231888.377307,42,requires02,0,0.07564663887023926,2.2172927856445312e-05,0.11640071868896484,1
1733231888.377307,42,syntethic_100nodes,0,1.8994669914245605,4.363059997558594e-05,0.3847343921661377,245
1733231888.377307,42,syntethic_10nodes,0,0.2204446792602539,4.267692565917969e-05,0.13786578178405762,24
1733231888.377307,42,syntethic_300nodes,0,8.578758716583252,6.270408630371094e-05,0.6614859104156494,149
1733231888.377307,42,technogym,0,0.15286493301391602,3.409385681152344e-05,0.14915180206298828,1
1733231888.377307,42,watering,0,0.2530503273010254,0.036171674728393555,0.13322186470031738,2
1733231888.377307,42,ico01,1,0.13791251182556152,0.03892660140991211,0.11716938018798828,2
1733231888.377307,42,ico02,1,0.10916423797607422,2.384185791015625e-05,0.11090254783630371,1
1733231888.377307,42,ico03-azure,1,0.10173702239990234,2.9325485229492188e-05,0.12128877639770508,2
1733231888.377307,42,isAkin01,1,0.0414581298828125,5.054473876953125e-05,0.12709999084472656,1
1733231888.377307,42,isAkin02,1,0.033190250396728516,2.956390380859375e-05,0.08530187606811523,1
1733231888.377307,42,isAkin03,1,0.031580448150634766,1.8835067749023438e-05,0.05282139778137207,1
1733231888.377307,42,isCompatible01,1,0.02967691421508789,4.00543212890625e-05,0.08921599388122559,1
1733231888.377307,42,isCompatible02,1,0.031018495559692383,2.0503997802734375e-05,0.08746027946472168,1
1733231888.377307,42,lakehouse01,1,0.040543556213378906,0.03362131118774414,0.1013791561126709,1
1733231888.377307,42,lakehouse02,1,0.05666780471801758,0.05492043495178223,0.09388399124145508,1
1733231888.377307,42,lakehouse03,1,0.07922697067260742,0.04066276550292969,0.11719417572021484,1
1733231888.377307,42,lakehouse04,1,0.06392645835876465,0.06458497047424316,0.08537721633911133,1
1733231888.377307,42,mandatory01,1,0.04029417037963867,2.09808349609375e-05,0.10327267646789551,1
1733231888.377307,42,requires01,1,0.07144927978515625,2.0265579223632812e-05,0.05388784408569336,1
1733231888.377307,42,requires02,1,0.06017017364501953,1.9311904907226562e-05,0.10227727890014648,1
1733231888.377307,42,syntethic_100nodes,1,1.7968416213989258,4.458427429199219e-05,0.38231611251831055,245
1733231888.377307,42,syntethic_10nodes,1,0.19263958930969238,4.38690185546875e-05,0.16830897331237793,24
1733231888.377307,42,syntethic_300nodes,1,8.5684335231781,5.14984130859375e-05,0.7127227783203125,149
1733231888.377307,42,technogym,1,0.1328284740447998,5.8650970458984375e-05,0.19869494438171387,1
1733231888.377307,42,watering,1,0.2357017993927002,0.04576516151428223,0.19347667694091797,2
1733231888.377307,42,ico01,2,0.13270020484924316,0.0373990535736084,0.12749457359313965,2
1733231888.377307,42,ico02,2,0.10568976402282715,2.2172927856445312e-05,0.15593791007995605,1
1733231888.377307,42,ico03-azure,2,0.07557153701782227,2.3603439331054688e-05,0.1415562629699707,2
1733231888.377307,42,isAkin01,2,0.06589937210083008,2.193450927734375e-05,0.35100436210632324,1
1733231888.377307,42,isAkin02,2,0.028889894485473633,3.981590270996094e-05,0.08872485160827637,1
1733231888.377307,42,isAkin03,2,0.07050061225891113,2.3126602172851562e-05,0.06828498840332031,1
1733231888.377307,42,isCompatible01,2,0.06544899940490723,2.1696090698242188e-05,0.06866717338562012,1
1733231888.377307,42,isCompatible02,2,0.0648198127746582,2.7179718017578125e-05,0.07531332969665527,1
1733231888.377307,42,lakehouse01,2,0.03617978096008301,0.038812875747680664,0.14929699897766113,1
1733231888.377307,42,lakehouse02,2,0.07130813598632812,0.037366390228271484,0.1483440399169922,1
1733231888.377307,42,lakehouse03,2,0.04628348350524902,0.04867076873779297,0.15563416481018066,1
1733231888.377307,42,lakehouse04,2,0.06161785125732422,0.05874323844909668,0.06654477119445801,1
1733231888.377307,42,mandatory01,2,0.03191947937011719,2.3603439331054688e-05,0.08573579788208008,1
1733231888.377307,42,requires01,2,0.08317422866821289,2.8371810913085938e-05,0.05500960350036621,1
1733231888.377307,42,requires02,2,0.06459403038024902,2.0742416381835938e-05,0.1047666072845459,1
1733231888.377307,42,syntethic_100nodes,2,1.7886276245117188,4.601478576660156e-05,0.40124988555908203,245
1733231888.377307,42,syntethic_10nodes,2,0.1963942050933838,8.273124694824219e-05,0.15241599082946777,24
1733231888.377307,42,syntethic_300nodes,2,8.675993204116821,4.172325134277344e-05,1.2349486351013184,149
1733231888.377307,42,technogym,2,0.1567528247833252,3.0994415283203125e-05,0.16420888900756836,1
1733231888.377307,42,watering,2,0.22659635543823242,0.0561525821685791,0.16648292541503906,2
1733231888.377307,42,ico01,3,0.15433454513549805,0.04896235466003418,0.20754623413085938,2
1733231888.377307,42,ico02,3,0.12515735626220703,2.0742416381835938e-05,0.10657095909118652,1
1733231888.377307,42,ico03-azure,3,0.08056211471557617,2.4318695068359375e-05,0.10145449638366699,2
1733231888.377307,42,isAkin01,3,0.04573464393615723,2.956390380859375e-05,0.08690524101257324,1
1733231888.377307,42,isAkin02,3,0.05070686340332031,2.6702880859375e-05,0.07404422760009766,1
1733231888.377307,42,isAkin03,3,0.03585004806518555,4.363059997558594e-05,0.06196737289428711,1
1733231888.377307,42,isCompatible01,3,0.04494905471801758,5.7220458984375e-05,0.967644214630127,1
1733231888.377307,42,isCompatible02,3,0.041226863861083984,2.9802322387695312e-05,0.08594322204589844,1
1733231888.377307,42,lakehouse01,3,0.0538942813873291,0.03640437126159668,0.13435816764831543,1
1733231888.377307,42,lakehouse02,3,0.0599822998046875,0.04088020324707031,0.09255552291870117,1
1733231888.377307,42,lakehouse03,3,0.05052542686462402,0.04530191421508789,0.1430521011352539,1
1733231888.377307,42,lakehouse04,3,0.05673861503601074,0.0450286865234375,0.08214521408081055,1
1733231888.377307,42,mandatory01,3,0.051291465759277344,2.09808349609375e-05,0.12623071670532227,1
1733231888.377307,42,requires01,3,0.09410905838012695,2.1696090698242188e-05,0.05289936065673828,1
1733231888.377307,42,requires02,3,0.0536801815032959,2.2411346435546875e-05,0.11739993095397949,1
1733231888.377307,42,syntethic_100nodes,3,1.8055706024169922,4.363059997558594e-05,0.5492415428161621,245
1733231888.377307,42,syntethic_10nodes,3,0.21658635139465332,4.935264587402344e-05,0.21590876579284668,24
1733231888.377307,42,syntethic_300nodes,3,8.540819883346558,5.316734313964844e-05,0.6340377330780029,149
1733231888.377307,42,technogym,3,0.1473555564880371,3.2901763916015625e-05,0.1183617115020752,1
1733231888.377307,42,watering,3,0.22652125358581543,0.05519580841064453,0.1770474910736084,2
1733231888.377307,42,ico01,4,0.13955378532409668,0.05959677696228027,0.1615288257598877,2
1733231888.377307,42,ico02,4,0.12813282012939453,2.288818359375e-05,0.1313152313232422,1
1733231888.377307,42,ico03-azure,4,0.10065937042236328,2.193450927734375e-05,0.21833491325378418,2
1733231888.377307,42,isAkin01,4,0.03149580955505371,2.0503997802734375e-05,0.08444833755493164,1
1733231888.377307,42,isAkin02,4,0.03337240219116211,3.790855407714844e-05,0.08286905288696289,1
1733231888.377307,42,isAkin03,4,0.038137197494506836,2.0503997802734375e-05,0.049553632736206055,1
1733231888.377307,42,isCompatible01,4,0.047107696533203125,2.5272369384765625e-05,0.08651494979858398,1
1733231888.377307,42,isCompatible02,4,0.0326848030090332,3.170967102050781e-05,0.09058713912963867,1
1733231888.377307,42,lakehouse01,4,0.046175241470336914,0.048333168029785156,0.14625239372253418,1
1733231888.377307,42,lakehouse02,4,0.05097603797912598,0.039591073989868164,0.07876014709472656,1
1733231888.377307,42,lakehouse03,4,0.06903266906738281,0.03728842735290527,0.12147784233093262,1
