test_id,seed,scenario,iteration,match_time,augment_time,select_time,number_solutions
1733235868.312827,42,syntethic_250nodes,0,6.357972860336304,4.601478576660156e-05,0.6938769817352295,196
1733235868.312827,42,syntethic_50nodes,0,1.002410888671875,4.363059997558594e-05,0.23367714881896973,219
1733235868.312827,42,syntethic_250nodes,1,7.571580410003662,2.5272369384765625e-05,0.44162702560424805,196
1733235868.312827,42,syntethic_50nodes,1,0.8588619232177734,5.7697296142578125e-05,0.234328031539917,219
1733235868.312827,42,syntethic_250nodes,2,7.564294099807739,4.458427429199219e-05,0.5363516807556152,196
1733235868.312827,42,syntethic_50nodes,2,0.8840470314025879,4.363059997558594e-05,0.33734917640686035,219
1733235868.312827,42,syntethic_250nodes,3,7.287373065948486,2.5510787963867188e-05,0.5134608745574951,196
1733235868.312827,42,syntethic_50nodes,3,0.8593595027923584,2.5987625122070312e-05,0.2559208869934082,219
1733235868.312827,42,syntethic_250nodes,4,6.683337688446045,2.6464462280273438e-05,0.4620232582092285,196
1733235868.312827,42,syntethic_50nodes,4,0.8817770481109619,9.131431579589844e-05,0.3118247985839844,219
1733235868.312827,42,syntethic_250nodes,5,7.57085919380188,4.482269287109375e-05,0.5392441749572754,196
1733235868.312827,42,syntethic_50nodes,5,0.7856838703155518,2.4080276489257812e-05,0.19775629043579102,219
1733235868.312827,42,syntethic_250nodes,6,7.5285046100616455,4.57763671875e-05,0.5779790878295898,196
1733235868.312827,42,syntethic_50nodes,6,0.7731955051422119,4.5299530029296875e-05,0.333798885345459,219
1733235868.312827,42,syntethic_250nodes,7,7.08736777305603,2.956390380859375e-05,0.42661499977111816,196
1733235868.312827,42,syntethic_50nodes,7,0.8563494682312012,4.506111145019531e-05,0.23781371116638184,219
1733235868.312827,42,syntethic_250nodes,8,7.530575752258301,4.410743713378906e-05,0.568347692489624,196
1733235868.312827,42,syntethic_50nodes,8,0.8805561065673828,4.3392181396484375e-05,0.23584961891174316,219
1733235868.312827,42,syntethic_250nodes,9,7.15337347984314,4.553794860839844e-05,0.5482103824615479,196
1733235868.312827,42,syntethic_50nodes,9,0.8796279430389404,4.38690185546875e-05,0.2406911849975586,219
